example_id,query_idx,query_type,doc_idx,n_docs,doc_position,doc_len,attention_mass,attention_mass_ratio,attention_density
0,15,unrelated,8,10,0.8888888888888888,84,0.111397884786129,0.11139789142596075,0.0013261652950729644
0,15,unrelated,9,10,1.0,83,0.2632707357406616,0.26327075143282125,0.003171936575188694
0,16,unrelated,0,10,0.0,50,0.028572704643011093,0.028572704643011093,0.0005714540928602219
0,16,unrelated,1,10,0.1111111111111111,92,0.03694780170917511,0.03694780170917511,0.00040160654031712073
0,16,unrelated,2,10,0.2222222222222222,76,0.04175545275211334,0.04175545275211334,0.0005494138520014914
0,16,unrelated,3,10,0.3333333333333333,98,0.05764865130186081,0.05764865130186081,0.0005882515438965388
0,16,unrelated,4,10,0.4444444444444444,52,0.02903919108211994,0.02903919108211994,0.0005584459823484605
0,16,unrelated,5,10,0.5555555555555556,214,0.12377049028873444,0.12377049028873444,0.000578366777050161
0,16,unrelated,6,10,0.6666666666666666,121,0.08511656522750854,0.08511656522750854,0.0007034426878306491
0,16,unrelated,7,10,0.7777777777777778,301,0.22290515899658203,0.22290515899658203,0.0007405487009853224
0,16,unrelated,8,10,0.8888888888888888,84,0.1119149848818779,0.1119149848818779,0.0013323212485937845
0,16,unrelated,9,10,1.0,83,0.2623288929462433,0.2623288929462433,0.0031605890716414854
0,17,unrelated,0,10,0.0,50,0.030696624889969826,0.030696624889969826,0.0006139324977993965
0,17,unrelated,1,10,0.1111111111111111,92,0.035321567207574844,0.035321567207574844,0.00038393007834320485
0,17,unrelated,2,10,0.2222222222222222,76,0.040217626839876175,0.040217626839876175,0.0005291793005246865
0,17,unrelated,3,10,0.3333333333333333,98,0.056910447776317596,0.056910447776317596,0.0005807188548603837
0,17,unrelated,4,10,0.4444444444444444,52,0.028908848762512207,0.028908848762512207,0.0005559393992790809
0,17,unrelated,5,10,0.5555555555555556,214,0.1225760206580162,0.1225760206580162,0.000572785143261758
0,17,unrelated,6,10,0.6666666666666666,121,0.08882853388786316,0.08882853388786316,0.0007341201147757286
