example_id,main_idx,sub_idx,doc_len,selected_count,rank,rank_pct,position,doc_position,importance_score,key_token_rel_delta,value_token_rel_delta,value_over_key_delta
2,1,0,2087,194,5,0.023195876288659795,967,175,219.0,0.19341649115085602,1.3882611989974976,7.1775741082364055
2,1,0,2087,194,6,0.028350515463917526,882,90,215.0,0.17919863760471344,1.4282888174057007,7.970422300577591
2,1,0,2087,194,7,0.03350515463917526,1097,305,215.0,0.20366887748241425,1.3732852935791016,6.742735122556636
2,1,0,2087,194,8,0.03865979381443299,1591,799,207.0,0.20473025739192963,1.4387108087539673,7.027348214547076
2,1,0,2087,194,9,0.04381443298969072,1318,526,194.0,0.2041464000940323,1.3853583335876465,6.786102194027167
2,1,0,2087,194,10,0.04896907216494845,1183,391,188.0,0.20379795134067535,1.409191370010376,6.914649341336168
2,1,0,2087,194,11,0.05412371134020619,1537,745,49.75,0.1627032458782196,0.43447837233543396,2.6703731077249846
2,1,0,2087,194,12,0.059278350515463915,969,177,43.25,0.15845070779323578,0.47367286682128906,2.9894020254955316
2,1,0,2087,194,13,0.06443298969072164,1320,528,42.75,0.16873258352279663,0.37998324632644653,2.2519849953749858
2,1,0,2087,194,14,0.06958762886597938,1099,307,42.5,0.17699818313121796,0.46401143074035645,2.621560416774104
2,1,0,2087,194,15,0.07474226804123711,1809,1017,40.75,0.17190130054950714,0.3866533041000366,2.2492750366739207
2,1,0,2087,194,16,0.07989690721649484,1999,1207,39.75,0.17250245809555054,0.4515172243118286,2.617453857145108
2,1,0,2087,194,17,0.08505154639175258,1808,1016,34.0,0.18887123465538025,0.9720125794410706,5.14642995376975
2,1,0,2087,194,18,0.09020618556701031,884,92,33.5,0.155550017952919,0.3390837013721466,2.1799013965565637
2,1,0,2087,194,19,0.09536082474226804,883,91,30.25,0.16506044566631317,0.890332818031311,5.393980456261564
2,1,0,2087,194,20,0.10051546391752578,1185,393,28.25,0.1703299731016159,0.41729164123535156,2.4499014098003333
2,1,0,2087,194,21,0.1056701030927835,1921,1129,26.75,0.18976269662380219,0.9747886061668396,5.136882134923423
2,1,0,2087,194,22,0.11082474226804123,1184,392,25.125,0.18716681003570557,0.9696427583694458,5.180634099492788
2,1,0,2087,194,23,0.11597938144329897,1592,800,24.875,0.1879156529903412,0.9957018494606018,5.298663701562328
2,1,0,2087,194,24,0.1211340206185567,1098,306,23.875,0.18627478182315826,0.9860081672668457,5.293299273315636
2,1,0,2087,194,25,0.12628865979381443,1998,1206,23.625,0.19428563117980957,0.9823427200317383,5.056177927628281
2,1,0,2087,194,26,0.13144329896907217,1536,744,23.375,0.18149544298648834,0.9641225934028625,5.312103585263713
