example_id,sub_q_idx,doc_rank,chunk_id,kind,doc_len,full_prompt_len,layer,head,diff_l2,base_l2,relative_l2,energy_share
0,0,0,1,key,50,968,13,2,0.7534409761428833,128.66632080078125,0.005855774622711545,0.0004368286791107201
0,0,0,1,key,50,968,13,3,0.7774993181228638,134.48788452148438,0.005781184832293595,0.0004651710582087546
0,0,0,1,key,50,968,13,4,0.7475208640098572,137.94119262695312,0.005419127164076653,0.000429990991172882
0,0,0,1,key,50,968,13,5,0.7766554951667786,134.70272827148438,0.005765699812712593,0.0004641619558380627
0,0,0,1,key,50,968,13,6,0.912550687789917,141.80291748046875,0.006435344942149028,0.0006408061949922566
0,0,0,1,key,50,968,13,7,0.8129587173461914,117.93919372558594,0.006893032686298752,0.000508568789684761
0,0,0,1,key,50,968,14,0,0.8491467237472534,146.6270751953125,0.0057912000400755035,0.0005548532942214907
0,0,0,1,key,50,968,14,1,0.8636167049407959,144.08447265625,0.0059938221587635355,0.0005739245080225023
0,0,0,1,key,50,968,14,2,0.7954979538917542,136.84449768066406,0.005813152646795466,0.00048695727613370303
0,0,0,1,key,50,968,14,3,0.5578960180282593,115.80137634277344,0.004817697644429335,0.00023950754205964716
0,0,0,1,key,50,968,14,4,1.1907328367233276,164.3575439453125,0.0072447714180951675,0.0010910417950822544
0,0,0,1,key,50,968,14,5,0.8389899134635925,139.2178955078125,0.00602645163111595,0.0005416591924322503
0,0,0,1,key,50,968,14,6,0.878600537776947,146.33636474609375,0.006003979525536178,0.0005940125297166036
0,0,0,1,key,50,968,14,7,0.900695264339447,137.1008758544922,0.0065695806735426385,0.0006242642730521516
0,0,0,1,key,50,968,15,0,0.842450737953186,154.49749755859375,0.005452843905343373,0.0005461371100019355
0,0,0,1,key,50,968,15,1,1.1011899709701538,163.4954071044922,0.00673529605798872,0.0009331193151150863
0,0,0,1,key,50,968,15,2,0.9229047298431396,144.48876953125,0.006387380367603779,0.0006554302215807648
0,0,0,1,key,50,968,15,3,0.9318234324455261,159.51707458496094,0.005841527841893932,0.0006681591941876415
0,0,0,1,key,50,968,15,4,1.0920342206954956,159.9270477294922,0.006828327266708535,0.0009176673576646464
0,0,0,1,key,50,968,15,5,0.9959145188331604,155.86282348632812,0.006389686113446502,0.0007632324521742143
0,0,0,1,key,50,968,15,6,0.9411838054656982,151.8277587890625,0.006199023241680716,0.0006816503255188392
0,0,0,1,key,50,968,15,7,1.0098627805709839,167.6951446533203,0.006022015620420546,0.0007847610396270853
0,0,0,1,key,50,968,16,0,0.701334536075592,162.63595581054688,0.004312296949221769,0.0003784976452275802
0,0,0,1,key,50,968,16,1,0.8750280737876892,169.36427307128906,0.0051665446195926215,0.000589191808132621
0,0,0,1,key,50,968,16,2,0.9553463459014893,177.23013305664062,0.005390428418829696,0.0007023189674988634
0,0,0,1,key,50,968,16,3,1.0103665590286255,188.85533142089844,0.005349949887180228,0.0007855442509393862
0,0,0,1,key,50,968,16,4,1.0414811372756958,190.12130737304688,0.005477982198134932,0.0008346714511140753
0,0,0,1,key,50,968,16,5,0.9250351786613464,182.0338592529297,0.005081665479475647,0.0006584597302706684
0,0,0,1,key,50,968,16,6,1.087591528892517,174.60165405273438,0.0062289875476439025,0.0009102156588438279
0,0,0,1,key,50,968,16,7,1.2051377296447754,158.08106994628906,0.007623542338461116,0.0011175990614914416
0,0,0,1,key,50,968,17,0,0.9005440473556519,143.56829833984375,0.006272582859650168,0.0006240546644964467
