example_id,chunk_id,method,rate,chunk_len,selected_count
5,11,offline3b_mean_score_global,0.15,271,32
5,12,offline3b_mean_score_global,0.15,972,79
5,13,offline3b_mean_score_global,0.15,979,19
5,14,offline3b_mean_score_global,0.15,670,72
5,15,offline3b_mean_score_global,0.15,984,109
5,16,offline3b_mean_score_global,0.15,1013,40
5,17,offline3b_mean_score_global,0.15,942,95
5,18,offline3b_mean_score_global,0.15,957,82
5,19,offline3b_mean_score_global,0.15,962,245
5,20,offline3b_mean_score_global,0.15,49,40
5,21,offline3b_mean_score_global,0.15,778,332
5,0,offline3b_top2_mean_global,0.15,948,169
5,1,offline3b_top2_mean_global,0.15,937,67
5,2,offline3b_top2_mean_global,0.15,961,117
5,3,offline3b_top2_mean_global,0.15,928,173
5,4,offline3b_top2_mean_global,0.15,926,152
5,5,offline3b_top2_mean_global,0.15,937,183
5,6,offline3b_top2_mean_global,0.15,942,194
5,7,offline3b_top2_mean_global,0.15,961,189
5,8,offline3b_top2_mean_global,0.15,949,205
5,9,offline3b_top2_mean_global,0.15,401,106
5,10,offline3b_top2_mean_global,0.15,326,64
5,11,offline3b_top2_mean_global,0.15,271,28
5,12,offline3b_top2_mean_global,0.15,972,69
5,13,offline3b_top2_mean_global,0.15,979,16
5,14,offline3b_top2_mean_global,0.15,670,61
5,15,offline3b_top2_mean_global,0.15,984,111
5,16,offline3b_top2_mean_global,0.15,1013,36
5,17,offline3b_top2_mean_global,0.15,942,82
5,18,offline3b_top2_mean_global,0.15,957,74
5,19,offline3b_top2_mean_global,0.15,962,215
5,20,offline3b_top2_mean_global,0.15,49,37
5,21,offline3b_top2_mean_global,0.15,778,320
5,0,offline3b_freq_boundary0p02_global,0.15,948,116
5,1,offline3b_freq_boundary0p02_global,0.15,937,72
5,2,offline3b_freq_boundary0p02_global,0.15,961,125
5,3,offline3b_freq_boundary0p02_global,0.15,928,132
5,4,offline3b_freq_boundary0p02_global,0.15,926,110
5,5,offline3b_freq_boundary0p02_global,0.15,937,186
5,6,offline3b_freq_boundary0p02_global,0.15,942,183
5,7,offline3b_freq_boundary0p02_global,0.15,961,173
5,8,offline3b_freq_boundary0p02_global,0.15,949,183
5,9,offline3b_freq_boundary0p02_global,0.15,401,89
5,10,offline3b_freq_boundary0p02_global,0.15,326,60
5,11,offline3b_freq_boundary0p02_global,0.15,271,51
5,12,offline3b_freq_boundary0p02_global,0.15,972,97
5,13,offline3b_freq_boundary0p02_global,0.15,979,44
5,14,offline3b_freq_boundary0p02_global,0.15,670,91
5,15,offline3b_freq_boundary0p02_global,0.15,984,110
5,16,offline3b_freq_boundary0p02_global,0.15,1013,58
5,17,offline3b_freq_boundary0p02_global,0.15,942,109
5,18,offline3b_freq_boundary0p02_global,0.15,957,94
5,19,offline3b_freq_boundary0p02_global,0.15,962,232
5,20,offline3b_freq_boundary0p02_global,0.15,49,49
5,21,offline3b_freq_boundary0p02_global,0.15,778,304
6,0,offline3b_mean_score_global,0.15,925,170
6,1,offline3b_mean_score_global,0.15,946,115
6,2,offline3b_mean_score_global,0.15,954,91
6,3,offline3b_mean_score_global,0.15,767,109
6,4,offline3b_mean_score_global,0.15,528,77
6,5,offline3b_mean_score_global,0.15,512,94
6,6,offline3b_mean_score_global,0.15,53,53
6,7,offline3b_mean_score_global,0.15,769,139
6,8,offline3b_mean_score_global,0.15,915,61
6,9,offline3b_mean_score_global,0.15,128,79
6,10,offline3b_mean_score_global,0.15,488,144
6,11,offline3b_mean_score_global,0.15,479,64
6,12,offline3b_mean_score_global,0.15,110,51
6,13,offline3b_mean_score_global,0.15,388,54
6,14,offline3b_mean_score_global,0.15,921,80
6,15,offline3b_mean_score_global,0.15,911,45
6,16,offline3b_mean_score_global,0.15,910,67
6,17,offline3b_mean_score_global,0.15,434,38
6,18,offline3b_mean_score_global,0.15,532,63
6,19,offline3b_mean_score_global,0.15,948,72
6,20,offline3b_mean_score_global,0.15,971,62
6,21,offline3b_mean_score_global,0.15,925,64
6,22,offline3b_mean_score_global,0.15,914,90
6,23,offline3b_mean_score_global,0.15,285,101
6,24,offline3b_mean_score_global,0.15,602,201
6,25,offline3b_mean_score_global,0.15,257,155
6,26,offline3b_mean_score_global,0.15,229,181
6,0,offline3b_top2_mean_global,0.15,925,207
6,1,offline3b_top2_mean_global,0.15,946,107
6,2,offline3b_top2_mean_global,0.15,954,91
6,3,offline3b_top2_mean_global,0.15,767,116
6,4,offline3b_top2_mean_global,0.15,528,76
6,5,offline3b_top2_mean_global,0.15,512,101
6,6,offline3b_top2_mean_global,0.15,53,53
6,7,offline3b_top2_mean_global,0.15,769,195
6,8,offline3b_top2_mean_global,0.15,915,62
6,9,offline3b_top2_mean_global,0.15,128,83
6,10,offline3b_top2_mean_global,0.15,488,163
6,11,offline3b_top2_mean_global,0.15,479,61
6,12,offline3b_top2_mean_global,0.15,110,56
6,13,offline3b_top2_mean_global,0.15,388,64
6,14,offline3b_top2_mean_global,0.15,921,69
6,15,offline3b_top2_mean_global,0.15,911,39
6,16,offline3b_top2_mean_global,0.15,910,52
6,17,offline3b_top2_mean_global,0.15,434,37
6,18,offline3b_top2_mean_global,0.15,532,59
6,19,offline3b_top2_mean_global,0.15,948,67
6,20,offline3b_top2_mean_global,0.15,971,58
6,21,offline3b_top2_mean_global,0.15,925,50
6,22,offline3b_top2_mean_global,0.15,914,75
6,23,offline3b_top2_mean_global,0.15,285,83
6,24,offline3b_top2_mean_global,0.15,602,178
6,25,offline3b_top2_mean_global,0.15,257,145
6,26,offline3b_top2_mean_global,0.15,229,173
6,0,offline3b_freq_boundary0p02_global,0.15,925,148
6,1,offline3b_freq_boundary0p02_global,0.15,946,121
6,2,offline3b_freq_boundary0p02_global,0.15,954,99
6,3,offline3b_freq_boundary0p02_global,0.15,767,109
6,4,offline3b_freq_boundary0p02_global,0.15,528,84
6,5,offline3b_freq_boundary0p02_global,0.15,512,84
6,6,offline3b_freq_boundary0p02_global,0.15,53,53
6,7,offline3b_freq_boundary0p02_global,0.15,769,100
6,8,offline3b_freq_boundary0p02_global,0.15,915,64
6,9,offline3b_freq_boundary0p02_global,0.15,128,75
6,10,offline3b_freq_boundary0p02_global,0.15,488,107
6,11,offline3b_freq_boundary0p02_global,0.15,479,72
6,12,offline3b_freq_boundary0p02_global,0.15,110,57
6,13,offline3b_freq_boundary0p02_global,0.15,388,65
6,14,offline3b_freq_boundary0p02_global,0.15,921,87
6,15,offline3b_freq_boundary0p02_global,0.15,911,58
6,16,offline3b_freq_boundary0p02_global,0.15,910,81
6,17,offline3b_freq_boundary0p02_global,0.15,434,50
6,18,offline3b_freq_boundary0p02_global,0.15,532,71
6,19,offline3b_freq_boundary0p02_global,0.15,948,74
6,20,offline3b_freq_boundary0p02_global,0.15,971,71
6,21,offline3b_freq_boundary0p02_global,0.15,925,76
6,22,offline3b_freq_boundary0p02_global,0.15,914,102
6,23,offline3b_freq_boundary0p02_global,0.15,285,102
6,24,offline3b_freq_boundary0p02_global,0.15,602,193
6,25,offline3b_freq_boundary0p02_global,0.15,257,136
6,26,offline3b_freq_boundary0p02_global,0.15,229,181
7,0,offline3b_mean_score_global,0.15,946,113
7,1,offline3b_mean_score_global,0.15,914,41
7,2,offline3b_mean_score_global,0.15,897,75
7,3,offline3b_mean_score_global,0.15,924,76
7,4,offline3b_mean_score_global,0.15,926,85
7,5,offline3b_mean_score_global,0.15,939,59
7,6,offline3b_mean_score_global,0.15,918,44
7,7,offline3b_mean_score_global,0.15,970,94
7,8,offline3b_mean_score_global,0.15,926,83
7,9,offline3b_mean_score_global,0.15,946,103
7,10,offline3b_mean_score_global,0.15,500,122
7,11,offline3b_mean_score_global,0.15,84,79
7,12,offline3b_mean_score_global,0.15,136,69
7,13,offline3b_mean_score_global,0.15,608,73
7,14,offline3b_mean_score_global,0.15,965,192
7,15,offline3b_mean_score_global,0.15,68,32
7,16,offline3b_mean_score_global,0.15,1200,70
7,17,offline3b_mean_score_global,0.15,306,47
7,18,offline3b_mean_score_global,0.15,787,110
7,19,offline3b_mean_score_global,0.15,932,168
7,20,offline3b_mean_score_global,0.15,924,145
7,21,offline3b_mean_score_global,0.15,544,202
7,22,offline3b_mean_score_global,0.15,419,239
7,23,offline3b_mean_score_global,0.15,353,248
7,0,offline3b_top2_mean_global,0.15,946,128
7,1,offline3b_top2_mean_global,0.15,914,34
7,2,offline3b_top2_mean_global,0.15,897,80
7,3,offline3b_top2_mean_global,0.15,924,83
7,4,offline3b_top2_mean_global,0.15,926,93
7,5,offline3b_top2_mean_global,0.15,939,56
7,6,offline3b_top2_mean_global,0.15,918,43
7,7,offline3b_top2_mean_global,0.15,970,87
7,8,offline3b_top2_mean_global,0.15,926,77
7,9,offline3b_top2_mean_global,0.15,946,88
7,10,offline3b_top2_mean_global,0.15,500,130
7,11,offline3b_top2_mean_global,0.15,84,79
7,12,offline3b_top2_mean_global,0.15,136,67
7,13,offline3b_top2_mean_global,0.15,608,65
7,14,offline3b_top2_mean_global,0.15,965,179
7,15,offline3b_top2_mean_global,0.15,68,33
