source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
preprocess,hidden_layer_input,49,1.1744798996631656,466838.70259062713,397485.4765283884,423257.5882373522,0.3542683179393192,0.03872981906410555
preprocess,hidden_layer_input,50,1.1530156429347067,470319.1829565056,407903.5578038024,432745.09514926915,0.3751835705542784,0.03930946622523672
preprocess,hidden_layer_input,51,1.1112901046097952,473515.26793256623,426095.09971190704,448572.8034151759,0.4147805424412891,0.03984554165733968
preprocess,hidden_layer_input,52,1.067769016920229,478659.326705983,448279.84247621486,467947.9057053253,0.4548167990104997,0.04071597250316792
preprocess,hidden_layer_input,53,1.0175345643368863,484988.1179987815,476630.6079389468,494520.3865736983,0.5017185266388947,0.04179977640290158
preprocess,hidden_layer_input,54,0.9561702246483829,493686.7034876471,516316.75068023894,529400.6306040823,0.5544801679761996,0.04331263665465621
preprocess,hidden_layer_input,55,0.8923028712517456,505847.9422983749,566901.6189410646,575933.353589632,0.6082657208703862,0.045472804166914405
preprocess,hidden_layer_input,56,0.8319748997626323,521223.4193481717,626489.3562256265,630216.4594819783,0.6559732772150486,0.04827914865032728
preprocess,hidden_layer_input,57,0.7715341471679865,540965.4404973575,701155.5385889781,699832.0554976029,0.7018064661599773,0.05200568289339374
preprocess,hidden_layer_input,58,0.72206408848508,559669.6105337505,775096.8639196007,763971.212384341,0.7356198669401209,0.055664102723915754
preprocess,hidden_layer_input,59,0.6880968142274421,584756.8031660684,849817.6289663565,835056.1248742506,0.7592300369530972,0.06076623482258764
preprocess,hidden_layer_input,60,0.6437525383991171,612239.3358515933,951047.6453795572,933147.8601690088,0.7889971440533068,0.06661226784134519
preprocess,hidden_layer_input,61,0.6110876248171688,645908.5999651963,1056981.9674526146,1038099.2906268649,0.8100521792381599,0.07414022424050332
preprocess,hidden_layer_input,62,0.5574707465031797,682929.4683786898,1225049.8751054995,1192842.6390417137,0.8407726134856808,0.0828826192296671
preprocess,hidden_layer_input,63,0.4142644294730311,646496.4078291542,1560588.7491994807,1495112.6072507047,0.9113533853381947,0.07427522797597831
