example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
160,9,qk_mean_score_per_chunk,0.15,65,9,8
160,10,qk_frequency_per_chunk,0.15,127,19,8
160,10,qk_mean_score_per_chunk,0.15,127,19,8
160,11,qk_frequency_per_chunk,0.15,317,47,8
160,11,qk_mean_score_per_chunk,0.15,317,47,8
160,12,qk_frequency_per_chunk,0.15,128,19,8
160,12,qk_mean_score_per_chunk,0.15,128,19,8
160,13,qk_frequency_per_chunk,0.15,142,21,8
160,13,qk_mean_score_per_chunk,0.15,142,21,8
160,14,qk_frequency_per_chunk,0.15,58,8,8
160,14,qk_mean_score_per_chunk,0.15,58,8,8
160,15,qk_frequency_per_chunk,0.15,164,24,8
160,15,qk_mean_score_per_chunk,0.15,164,24,8
160,16,qk_frequency_per_chunk,0.15,166,24,8
160,16,qk_mean_score_per_chunk,0.15,166,24,8
160,17,qk_frequency_per_chunk,0.15,151,22,8
160,17,qk_mean_score_per_chunk,0.15,151,22,8
160,18,qk_frequency_per_chunk,0.15,68,10,8
160,18,qk_mean_score_per_chunk,0.15,68,10,8
161,0,qk_frequency_per_chunk,0.15,89,13,8
161,0,qk_mean_score_per_chunk,0.15,89,13,8
161,1,qk_frequency_per_chunk,0.15,114,17,8
161,1,qk_mean_score_per_chunk,0.15,114,17,8
161,2,qk_frequency_per_chunk,0.15,98,14,8
161,2,qk_mean_score_per_chunk,0.15,98,14,8
161,3,qk_frequency_per_chunk,0.15,80,12,8
161,3,qk_mean_score_per_chunk,0.15,80,12,8
161,4,qk_frequency_per_chunk,0.15,134,20,8
161,4,qk_mean_score_per_chunk,0.15,134,20,8
161,5,qk_frequency_per_chunk,0.15,175,26,8
161,5,qk_mean_score_per_chunk,0.15,175,26,8
161,6,qk_frequency_per_chunk,0.15,82,12,8
161,6,qk_mean_score_per_chunk,0.15,82,12,8
161,7,qk_frequency_per_chunk,0.15,163,24,8
161,7,qk_mean_score_per_chunk,0.15,163,24,8
161,8,qk_frequency_per_chunk,0.15,116,17,8
161,8,qk_mean_score_per_chunk,0.15,116,17,8
161,9,qk_frequency_per_chunk,0.15,105,15,8
161,9,qk_mean_score_per_chunk,0.15,105,15,8
161,10,qk_frequency_per_chunk,0.15,238,35,8
161,10,qk_mean_score_per_chunk,0.15,238,35,8
161,11,qk_frequency_per_chunk,0.15,312,46,8
161,11,qk_mean_score_per_chunk,0.15,312,46,8
162,0,qk_frequency_per_chunk,0.15,115,17,8
162,0,qk_mean_score_per_chunk,0.15,115,17,8
